TS	2_bonds	no_bonds	303_350
31300000	80952.3100	72529.1244	82421.1987
31350000	82245.8603	71307.2204	81606.5295
31400000	82052.0774	70744.1529	82222.1597
31450000	82338.5475	72162.3999	81651.5097
31500000	81387.2595	71622.6071	82011.2742
31550000	81290.9158	72119.2292	81806.5946
31600000	82039.3920	71601.1641	82116.4318
31650000	81833.7318	71683.4499	82244.2518
31700000	81728.5991	71325.6171	80799.9242
31750000	80757.4194	70871.4525	82270.8121
31800000	81948.4258	71688.1688	81908.0415
31850000	81206.5839	71311.6011	81595.4025
31900000	81660.0941	71864.2563	82183.3677
31950000	82304.5960	71126.6229	81382.5154
32000000	80931.9613	70897.9610	81938.6520
32050000	81451.9938	71173.5524	82109.3434
32100000	81783.5473	71069.6939	81243.8241
32150000	81433.5993	71101.5763	81243.0830
32200000	81872.4859	71545.3569	81384.2960
32250000	81912.0111	71546.6089	81532.3699
32300000	82564.0518	70835.3603	82409.9076
32350000	81811.4239	71907.2307	81270.3214
32400000	81764.8367	72080.8824	81888.1562
32450000	81679.5800	71032.0493	82570.1656
32500000	81436.7201	71346.3056	80925.8841
32550000	81676.2051	71440.1494	81698.8557
32600000	82668.1379	71347.9074	81162.4703
32650000	82159.6339	71702.4836	82793.2861
32700000	81418.1606	71107.9473	81962.0391
32750000	82001.3480	71291.2085	81437.0214
32800000	82232.3958	71890.8898	81523.5101
32850000	81981.5701	70617.2021	81638.1586
32900000	81179.0720	71306.3273	81118.8987
32950000	81682.1826	70886.3708	82280.2640
33000000	82444.9289	71387.6966	81449.9025
33050000	82025.6459	72071.5823	82416.4611
33100000	81996.7392	71763.7715	82703.1836
33150000	81890.8007	71732.4644	81897.6313
33200000	81610.4509	71918.1703	81728.7606
33250000	82145.5365	70770.0866	81719.5740
33300000	82110.2749	70923.4715	81029.4639
33350000	81591.5704	71246.8299	81749.8014
33400000	81975.2873	70550.1906	81859.4952
33450000	81768.9380	70938.3790	81391.1693
33500000	82177.2050	72198.1135	80848.0620
33550000	82179.6717	72335.4193	81328.1614
33600000	82229.3656	71632.3418	81881.7432
33650000	82712.5777	71504.3630	82006.3987
33700000	81496.3836	70482.4627	81266.5453
33750000	82079.2973	70845.1915	82162.4226
33800000	82088.6344	71676.9936	82120.5831
33850000	81840.6857	71774.7376	81432.5774
33900000	81724.4411	71153.9749	82915.7563
33950000	81998.8816	71549.4466	81511.3907
34000000	80722.6221	70839.1784	81201.2016
34050000	81816.7172	72222.3944	81838.8480
34100000	81862.5593	71664.9429	82068.7558
34150000	82131.3998	71955.9556	82232.0369
34200000	81615.2509	71218.5352	82221.4834
34250000	81548.8890	71388.8908	81738.7312
34300000	81634.9474	72101.5303	81955.0184
34350000	82634.5580	71795.6124	81233.5369
34400000	82195.8729	71560.0792	81758.3110
34450000	82138.4028	71190.7027	81764.1099
34500000	82032.8805	71546.8788	81761.1808
34550000	82297.4146	71344.2493	81323.6458
34600000	83521.8024	72958.1287	82293.2082
34650000	81472.8318	71496.6065	81808.1958
34700000	81394.0544	71154.8157	81656.8907
34750000	82981.1182	71553.7688	82232.5923
34800000	82398.8359	71630.0047	81274.4041
34850000	83298.5186	71533.7836	81666.8528
34900000	82093.6427	72204.9046	81645.7086
34950000	82072.7913	72153.9440	82935.9768
35000000	81957.2254	71659.8850	81400.2679
35050000	81768.5013	71246.1411	81800.4766
35100000	81564.4908	71304.4984	81428.1313
35150000	82516.5270	71230.8164	81265.9075
35200000	82175.8503	72272.8511	81880.7141
35250000	82849.1167	71542.9148	82071.8492
35300000	81287.1303	70978.2010	82253.2945
35350000	82096.1715	71516.7638	81526.0484
35400000	81879.1118	71302.2078	81068.3410
35450000	81830.2923	72057.3891	80947.5471
35500000	83572.4050	71869.9045	82082.7472
35550000	81767.0839	71954.6232	81549.6892
35600000	81615.8143	72544.6688	81795.0374
35650000	82377.0319	71722.4072	82156.7710
35700000	81806.8740	72084.5569	82093.6191
35750000	82440.8761	71649.5217	81153.6221
35800000	81124.3984	71200.0219	81180.4761
35850000	81401.9840	71660.5264	80784.9426
35900000	80637.8478	71262.4860	81404.6416
35950000	82340.9059	70762.7422	82196.1782
36000000	82323.2966	70879.6467	81986.9907
36050000	82744.5056	70641.9344	81249.3749
36100000	82660.1820	71718.3787	82479.1498
36150000	82672.7752	72471.0844	80700.4936
36200000	81540.7807	70697.8772	82879.4093
36250000	82314.1991	72305.9095	82518.0637
36300000	82044.2510	71320.8661	81449.6315
36350000	82492.0808	71551.1278	82401.0213
36400000	81448.2947	72458.2204	82081.6262
36450000	80795.3482	70802.9995	80805.8657
36500000	81516.9779	71798.0784	82656.1400
36550000	82360.9155	71755.0389	82245.6232
36600000	81652.7173	72827.0822	81078.0408
36650000	81883.9054	71468.0092	82364.1830
36700000	82566.8060	71936.0551	80615.6415
36750000	81620.3483	72096.3498	83122.4005
36800000	82121.8529	71410.4091	81199.4951
36850000	82009.8423	71973.0592	81927.6069
36900000	82016.7415	72869.5534	81288.9756
36950000	81426.9186	71354.0029	81544.9578
37000000	81548.9874	72460.5811	81941.2064
37050000	82679.4054	70572.7131	82274.2716
37100000	81223.9025	71543.7561	82465.7926
37150000	80959.2109	71084.0180	81657.4671
37200000	81791.0943	70648.2357	81922.2163
37250000	81343.3483	71517.4904	82806.5987
37300000	81438.9786	71564.7860	81573.1055
37350000	82612.6562	71903.9030	81511.3533
37400000	81680.7217	71836.8863	82110.7667
37450000	81855.8512	71064.3591	81887.4287
37500000	81715.8153	70906.8951	82119.2034
37550000	82345.4649	72260.7523	82575.5029
37600000	82022.3884	72446.8595	81157.6650
37650000	81748.0712	71797.0113	82556.2903
37700000	81478.3788	71326.0435	81964.6840
37750000	81844.6295	71556.4811	81469.8094
37800000	82473.8089	70994.4773	82002.2459
37850000	82096.2659	71155.8697	82001.8217
37900000	81631.2938	71076.3491	81238.2120
37950000	81872.8449	71787.9447	81697.6359
38000000	81707.0832	72098.4039	81457.4035
38050000	81374.4815	71838.2596	81741.8411
38100000	81907.0146	72009.0888	82379.4870
38150000	81988.8551	72330.4294	81982.8119
38200000	81309.8630	71057.6258	81989.6733
38250000	82210.7795	71392.7149	81602.9762
38300000	82569.5867	71782.2300	81505.9319
38350000	81056.0510	71076.3758	81233.9816
38400000	82397.0763	72956.4589	82320.4927
38450000	82325.2622	72162.6378	81484.5572
38500000	81040.4039	72917.9133	81902.3249
38550000	82021.1295	71346.7318	82421.6128
38600000	81689.0714	71591.6922	81940.0755
38650000	81989.7959	72293.3129	82586.2178
38700000	81608.1320	72063.7758	81616.5316
38750000	81370.3404	71945.4739	82149.9235
38800000	81282.6779	71242.9740	81654.8381
38850000	81893.2858	71503.4757	82314.4352
38900000	81573.9048	71465.1389	82660.4024
38950000	81407.6201	71644.0371	81541.2902
39000000	82265.4859	72468.8526	81053.1499
39050000	81917.6620	71619.8154	80628.4677
39100000	82283.4030	71354.8909	81444.2752
39150000	82158.4704	71073.7736	82204.1451
39200000	82980.1396	71189.6303	81300.7043
39250000	81934.2797	72674.4420	81710.1791
39300000	82103.2612	71923.5589	82334.3137
39350000	82562.5478	70438.3546	81876.1664
39400000	82060.3801	72032.4896	82308.8806
39450000	83737.0055	70952.0987	81158.3161
39500000	82546.7924	71737.9504	82015.9099
39550000	81586.3237	71798.3653	81594.8842
39600000	82142.8650	70700.1444	81172.0658
39650000	81804.5328	71907.5126	82042.2592
39700000	82155.9983	71361.0125	81370.1242
39750000	81478.6803	72469.3742	81353.4529
39800000	82322.0045	71455.2043	81718.8408
39850000	81831.4052	71492.3822	82726.7481
39900000	82621.4738	71496.9414	81974.5563
39950000	82161.6966	71123.9618	82196.4475
40000000	82288.9813	71309.8355	82342.8273
40050000	81087.5984	71091.7593	81834.6937
40100000	82867.2370	72160.8117	83116.7428
40150000	81390.3091	71977.3218	82953.4367
40200000	82469.0066	72509.2472	82336.2794
40250000	82026.6374	71434.7116	82007.5802
40300000	81761.2288	70645.9272	81360.1389
40350000	81468.8886	70659.9867	81082.7635
40400000	81896.6841	72801.3643	81714.1040
40450000	82071.5810	71638.7020	82264.9002
40500000	81891.9843	71930.8757	82159.4141
40550000	81783.2028	71656.4739	82284.4887
40600000	82134.1627	71348.5511	82400.6490
40650000	82892.2045	70488.7732	81734.5442
40700000	82296.6408	71951.3908	81773.9192
40750000	82277.6314	71248.9772	81737.1019
40800000	82866.9375	71533.4925	82307.4551
40850000	82794.7894	71873.4669	82164.6596
40900000	81176.6064	71648.3736	81652.6419
40950000	82696.5552	71887.1612	81907.1619
41000000	82327.6538	71347.2120	81385.1831
41050000	81623.3738	70776.1226	81653.0356
41100000	81357.8356	70599.3384	81948.7902
41150000	82421.4453	72146.5274	81876.1981
41200000	81760.7751	71350.2397	82132.4181
41250000	82170.5820	71518.2632	81450.3425
41300000	81999.0935	71489.7654	81575.6974
41350000	81774.1417	71110.3461	81622.3929
41400000	82026.9682	71900.1202	81416.9766
41450000	81718.2530	71425.9484	82162.7370
41500000	81412.5089	72119.6500	82415.1354
41550000	82154.5609	71507.2227	81787.7398
41600000	82484.4749	71637.6527	81787.7555
41650000	81520.3782	71924.3685	81749.1038
41700000	81620.2498	71962.7974	83465.1443
41750000	80906.6537	72155.7676	82504.9003
41800000	82532.5185	72118.0326	81899.9760
41850000	82092.0728	71904.8757	81199.4307
41900000	82098.8383	71057.5323	81023.1974
41950000	82071.9072	71892.1326	81467.2629
42000000	82273.6110	71487.1670	81901.8070
42050000	81861.2387	71546.4895	81866.1121
42100000	82131.4095	71787.4727	81541.5780
42150000	82119.5865	72412.1096	81973.0153
42200000	82019.4884	72151.6435	82178.5246
42250000	82411.9621	71463.5798	82144.9711
42300000	81476.7625	70875.7652	81926.6648
42350000	82471.6365	72008.0172	81369.2573
42400000	82154.6350	71563.6625	82426.1968
42450000	81807.0219	71997.3464	81985.0393
42500000	82750.8101	70968.8327	80957.4715
42550000	81799.3650	71783.5712	81640.2346
42600000	81544.4551	71967.8303	81902.8705
42650000	82408.6543	71971.8365	81894.6122
42700000	81965.0693	71897.9799	81788.7578
42750000	81871.0924	72167.7590	82007.6912
42800000	82653.7527	71697.1982	81848.2168
42850000	82460.0238	71064.5866	81522.2014
42900000	81775.2676	72511.9868	82428.8910
42950000	82178.6571	70596.1212	81544.0354
43000000	82942.9131	71092.2216	81875.2643
43050000	81789.5395	71894.2889	81787.6719
43100000	81364.4046	71576.9551	81818.9578
43150000	82027.3262	71555.5400	81368.6574
43200000	82447.4668	72307.1343	80581.8624
43250000	81689.5697	71467.7026	82910.4745
43300000	82480.3511	71607.4947	81349.0167
43350000	81650.1575	71777.6211	82696.9911
43400000	82445.0674	71020.7280	81260.5232
43450000	82375.3303	71240.7274	80658.9857
43500000	81694.5015	71308.9403	81132.9187
43550000	81959.6335	71530.7507	81549.4734
43600000	81904.3885	72541.6521	81585.7622
43650000	81397.4617	71340.1979	81436.9885
43700000	81587.9480	71546.2354	81225.9610
43750000	81570.1136	71379.4685	82407.1613
43800000	82070.9088	71140.8692	82081.1160
43850000	81634.7379	72323.5382	82186.0170
43900000	82805.9881	71127.0512	81769.1132
43950000	82111.8095	71108.4695	81285.8527
44000000	82511.0825	71986.7768	82232.2147
44050000	82723.5577	70674.5312	81818.6623
44100000	82719.3327	71202.6525	82480.0197
44150000	81541.6153	72182.5121	81593.1028
44200000	81812.3333	70917.5611	81267.6126
44250000	82143.2078	71672.6629	81086.2938
44300000	82202.1011	71582.5609	82831.3489
44350000	82682.0144	71953.3679	82226.4735
44400000	81325.2715	71658.5328	82374.5284
44450000	81989.0377	71362.4507	81487.9852
44500000	81336.1933	71097.1683	81097.9769
44550000	82030.3366	71154.9478	81833.9832
44600000	82119.6601	71030.1371	82324.4654
44650000	82144.5545	72468.0045	81298.0275
44700000	82227.9523	71614.3946	82400.9419
44750000	80569.3435	72137.6436	81482.0697
44800000	81814.6836	71417.2126	81767.3693
44850000	81736.4017	71973.1387	81183.3921
44900000	81444.1027	71793.8456	80893.7553
44950000	82018.4451	71525.4710	82237.3874
45000000	81473.3817	71768.6347	81799.2294
45050000	80861.9321	71535.3742	81468.9347
45100000	81998.4965	71212.4230	81623.6302
45150000	81849.9585	72158.6680	81640.5818
45200000	82985.2519	71970.5927	80872.8587
45250000	82085.9892	72550.4873	81960.2658
45300000	81490.0500	71627.7536	80779.4298
45350000	81789.9749	71784.2418	82735.4774
45400000	81656.6406	72311.2653	82744.6008
45450000	80985.9903	71406.6784	81460.2737
45500000	81484.9366	71023.5836	81936.2102
45550000	81584.1011	72125.2772	82859.3648
45600000	81967.8408	71266.2693	82973.1177
45650000	81809.1796	71975.9501	81457.5841
45700000	81637.6182	71619.6039	82507.0591
45750000	82500.1953	71810.5229	81501.4974
45800000	81403.9426	71584.3715	82437.0834
45850000	82574.8712	71422.5742	81524.1058
45900000	81977.0238	71506.5999	81935.5786
45950000	81562.6603	71625.9787	80793.4567
46000000	82585.7928	71120.3227	81687.2057
46050000	82644.7341	71399.3693	81994.0227
46100000	81864.3719	70967.4282	80623.0518
46150000	83097.1084	71524.2342	81764.0356
46200000	81617.0324	71550.4901	81834.2364
46250000	82374.4901	72082.0869	82141.5249
46300000	81498.5866	71932.9177	82218.2337
46350000	81995.0872	71646.5051	81542.6656
46400000	82354.8430	71670.8085	82065.9081
46450000	81975.7128	72351.1975	81800.8789
46500000	81854.4363	70878.3420	82883.4450
46550000	81761.7359	72105.8587	81680.7645
46600000	81866.2413	71484.8666	81943.3195
46650000	82419.2319	72325.1358	80778.3766
46700000	81828.5744	71324.3667	82023.1402
46750000	81520.7420	72402.7009	81972.8481
46800000	81693.9349	71254.8233	81763.7994
46850000	82316.1455	71692.8413	81874.2348
46900000	82485.5746	70942.9051	81596.4509
46950000	81429.5254	71367.0420	81619.4495
47000000	82004.7728	71273.6867	82260.1447
47050000	82172.6052	71889.8929	81829.9525
47100000	81710.4162	72984.9444	81252.4319
47150000	81373.3678	71601.4166	81558.1118
47200000	81561.6920	72114.4686	82409.3758
47250000	80632.4912	71229.9326	82145.8872
47300000	82401.1383	71512.7884	81826.5331
47350000	82007.1285	72068.7438	81585.7276
47400000	83006.7449	71862.3944	82918.9488
47450000	82150.0988	72009.9506	82920.1483
47500000	81734.4427	71494.0039	82290.8194
47550000	82563.1762	71763.1937	81194.2126
47600000	81702.0879	72398.2825	82073.7199
47650000	83156.9074	71429.6621	82458.9559
47700000	82487.5097	71364.0989	82340.0246
47750000	82510.2467	71407.4638	82202.8998
47800000	82299.4839	70663.9203	81590.4937
47850000	82276.3752	71477.8667	81179.6528
47900000	82170.1311	71780.2046	81298.5338
47950000	82137.7268	72060.7399	82213.2267
48000000	82601.2984	71587.4861	80756.6928
48050000	82529.9603	71201.0980	81761.5937
48100000	81503.7425	71799.7157	82146.6330
48150000	80859.7517	72061.9333	82010.3942
48200000	81997.0998	71471.9073	80848.2410
48250000	82146.3108	71931.1801	81415.6892
48300000	81564.5969	71486.8283	81932.2871
48350000	81697.4492	71374.9285	82136.4074
48400000	81914.4973	72187.2292	81455.8385
48450000	80855.7304	72110.9602	82043.5706
48500000	81482.6348	72015.1206	81637.5452
48550000	81593.3515	71465.9982	81796.5226
48600000	82522.1588	71270.8877	81191.1672
48650000	82384.9500	71450.4794	81905.3717
48700000	80947.9914	72556.2829	81014.3509
48750000	81741.1408	71906.6423	82412.8811
48800000	81510.1680	71344.0889	81645.3566
48850000	82268.0575	72489.7183	81315.1044
48900000	81075.7621	71548.0105	82467.4686
48950000	82050.2154	72582.0733	81871.7196
49000000	82635.0485	71380.9828	81364.6530
49050000	81834.3412	71269.6561	82443.2256
49100000	82575.3490	72347.9329	82041.2165
49150000	81895.0205	71350.6642	82096.5651
49200000	81261.0971	71357.5370	82552.4161
49250000	81361.6696	71556.2550	81307.2675
49300000	82382.8135	70803.0718	81059.2253
49350000	81699.2060	72287.5385	82799.4902
49400000	81786.6094	71485.6074	81155.8161
49450000	82525.2782	71446.4685	81641.5701
49500000	81715.4834	71728.7143	81709.4402
49550000	81562.3711	71651.8048	82753.8119
49600000	81854.8096	70837.2181	81274.0551
49650000	80696.3159	71104.2942	82264.9983
49700000	81300.2818	71385.1349	81983.0255
49750000	81638.5208	71120.7027	80841.2298
49800000	81546.7188	71273.2625	82111.6951
49850000	82255.2145	71738.4699	81597.8826
49900000	82257.5667	71627.0176	81802.8289
49950000	81576.8676	71084.2373	81853.9813
50000000	82685.5142	71106.0565	81327.0722
