TS	2_bonds	no_bonds	303_350
24750000	-1347233.6090	-1235980.9870	-1342559.7291
24800000	-1349303.1242	-1237889.3431	-1344929.6789
24850000	-1348066.2640	-1237657.9288	-1343965.4088
24900000	-1347582.8929	-1237554.9392	-1344104.4424
24950000	-1348175.0025	-1238346.0399	-1344127.9594
25000000	-1345940.7337	-1236886.8322	-1344704.6591
25050000	-1347322.3879	-1235865.3345	-1343288.6740
25100000	-1346786.8996	-1237139.5520	-1346528.6741
25150000	-1347833.9010	-1237246.4867	-1345506.6940
25200000	-1347175.1531	-1237610.7304	-1344074.5175
25250000	-1347187.3882	-1237968.1773	-1343231.6047
25300000	-1346749.0031	-1234954.7078	-1344366.7556
25350000	-1347669.3007	-1235804.8488	-1343662.1933
25400000	-1346189.9498	-1236939.0519	-1344726.4882
25450000	-1349075.9222	-1236837.0283	-1344047.8865
25500000	-1348447.5881	-1237072.8485	-1345534.4844
25550000	-1348426.0047	-1235360.5821	-1345169.2229
25600000	-1345859.2754	-1236669.4686	-1344793.9603
25650000	-1345853.8065	-1236179.1845	-1345493.9421
25700000	-1347233.2390	-1236733.7163	-1343856.5502
25750000	-1347655.3183	-1238331.0539	-1344824.8283
25800000	-1347735.7951	-1236236.4986	-1345349.6816
25850000	-1348650.4452	-1236639.6231	-1344755.7849
25900000	-1347078.2674	-1236409.5378	-1344876.4431
25950000	-1348198.0785	-1237176.1519	-1344857.6943
26000000	-1347400.2019	-1236200.0285	-1344874.6140
26050000	-1348503.0993	-1236107.7117	-1344563.5211
26100000	-1349151.0309	-1237028.8285	-1342873.5847
26150000	-1348078.8390	-1236767.6525	-1345890.9780
26200000	-1348386.7286	-1236870.5331	-1345710.1628
26250000	-1348614.7843	-1236428.6027	-1346250.5925
26300000	-1346800.7899	-1236581.6584	-1343076.2285
26350000	-1348261.1589	-1236778.4240	-1344129.8212
26400000	-1347066.4867	-1235814.5686	-1345557.6439
26450000	-1349040.8863	-1237238.1448	-1344176.8370
26500000	-1347154.2715	-1236338.8561	-1344030.0867
26550000	-1347780.3260	-1236810.8802	-1345805.1941
26600000	-1347583.5362	-1236520.4733	-1344364.1806
26650000	-1346721.0176	-1237174.7017	-1344166.0557
26700000	-1347935.7542	-1237443.9387	-1344174.0549
26750000	-1347489.2805	-1236150.1644	-1344510.1825
26800000	-1347238.6482	-1237036.7692	-1344433.7065
26850000	-1346846.1803	-1235868.9744	-1344255.9133
26900000	-1347133.1863	-1238334.8815	-1346248.3130
26950000	-1348107.0781	-1236248.6650	-1344507.1832
27000000	-1345994.8844	-1237725.3220	-1344194.8203
27050000	-1347600.6649	-1236137.8619	-1343685.9595
27100000	-1348158.2755	-1237833.5245	-1345085.6169
27150000	-1347094.6152	-1236897.3814	-1344710.3051
27200000	-1348386.1684	-1236405.9533	-1343857.2928
27250000	-1348490.5407	-1237077.1548	-1346172.5532
27300000	-1346900.2602	-1237121.6600	-1344576.2762
27350000	-1346390.2106	-1236120.3879	-1343931.0700
27400000	-1346805.7942	-1235116.5525	-1344916.8019
27450000	-1347867.0599	-1238363.1569	-1345124.0024
27500000	-1345977.2958	-1236332.6990	-1344066.9814
27550000	-1347650.4225	-1236650.2904	-1345308.1892
27600000	-1347279.5628	-1235983.0472	-1343412.6671
27650000	-1347304.6833	-1237027.1843	-1344057.8726
27700000	-1346950.2440	-1236807.3009	-1342434.1448
27750000	-1346956.2490	-1236187.1921	-1344028.5270
27800000	-1346698.7253	-1236532.1669	-1345116.8051
27850000	-1346511.8857	-1235542.2681	-1344809.3055
27900000	-1346961.6773	-1236812.9351	-1344386.8723
27950000	-1348125.6798	-1237375.6684	-1343245.0503
28000000	-1347727.0257	-1238446.4265	-1345020.3976
28050000	-1347707.1603	-1235779.9203	-1345382.8872
28100000	-1347643.5752	-1238389.9020	-1344239.5616
28150000	-1347627.5378	-1237717.5283	-1346232.8912
28200000	-1347573.4120	-1235295.8585	-1344610.2197
28250000	-1348335.0301	-1236252.4644	-1345666.4113
28300000	-1347878.9644	-1237654.9681	-1345198.8172
28350000	-1347816.5726	-1236491.1887	-1343872.0922
28400000	-1347562.3944	-1236887.0032	-1345885.4964
28450000	-1347627.5280	-1236181.4042	-1345424.8003
28500000	-1346935.5270	-1236988.8972	-1344345.6778
28550000	-1347848.4044	-1236173.0588	-1343831.4501
28600000	-1347606.0290	-1237586.6324	-1344061.2208
28650000	-1348762.0635	-1236686.2362	-1345612.6915
28700000	-1347699.7600	-1237406.9345	-1343364.1570
28750000	-1346954.2587	-1235816.0627	-1344188.7315
28800000	-1346608.8691	-1236832.6211	-1344008.5285
28850000	-1346792.7691	-1236200.9415	-1344347.0486
28900000	-1348214.2152	-1236003.7783	-1344913.6089
28950000	-1347175.4485	-1238677.5254	-1344816.6502
29000000	-1348937.9015	-1236300.1902	-1344423.3178
29050000	-1347727.3193	-1235939.6622	-1344046.1297
29100000	-1347993.1860	-1238245.8228	-1345131.5551
29150000	-1348150.8144	-1235817.8759	-1345470.1006
29200000	-1347775.9148	-1235723.9392	-1344300.5576
29250000	-1347180.6147	-1236851.0026	-1344032.5264
29300000	-1348322.0486	-1236057.6655	-1344775.1083
29350000	-1347106.3718	-1237774.7432	-1346354.5361
29400000	-1347603.4714	-1235753.8596	-1342441.3884
29450000	-1348603.1487	-1235375.0618	-1344214.6792
29500000	-1348008.4915	-1236286.1327	-1345252.2919
29550000	-1346241.7077	-1237817.9813	-1345419.4997
29600000	-1348453.6742	-1236805.8242	-1345589.0240
29650000	-1347228.6289	-1238013.3960	-1342199.5449
29700000	-1345808.8457	-1237065.0506	-1344981.8357
29750000	-1346905.7601	-1236758.9997	-1346724.7468
29800000	-1347719.3950	-1236144.5563	-1344360.1809
29850000	-1346073.9347	-1237351.4208	-1344994.2772
29900000	-1349855.6166	-1237693.2907	-1342489.4241
29950000	-1347017.9027	-1236148.1319	-1344886.6753
30000000	-1348867.0113	-1236187.9167	-1343620.3116
30050000	-1348063.0418	-1236466.3465	-1344594.4291
30100000	-1347992.5351	-1236683.4000	-1345277.1595
30150000	-1346655.1820	-1236426.1655	-1344411.5449
30200000	-1347438.6793	-1237587.7007	-1343317.9505
30250000	-1346427.0805	-1237369.5659	-1343431.7824
30300000	-1347421.4451	-1237827.5017	-1345854.6918
30350000	-1345635.4598	-1235604.2479	-1344980.2149
30400000	-1347080.8377	-1237281.5241	-1343749.9508
30450000	-1347969.1736	-1235677.0527	-1343851.6331
30500000	-1347956.6351	-1236894.5981	-1345890.3194
30550000	-1349051.1342	-1237102.4792	-1344228.9560
30600000	-1348165.3024	-1236818.4451	-1345053.9530
30650000	-1347948.4700	-1237518.8251	-1345255.5989
30700000	-1347982.9200	-1237623.2494	-1344632.4771
30750000	-1348464.4204	-1236637.8242	-1344536.0423
30800000	-1346813.4959	-1237246.2938	-1344022.1992
30850000	-1346754.2223	-1235720.1757	-1346507.2667
30900000	-1348265.7243	-1237521.2903	-1344467.1229
30950000	-1347715.1116	-1236453.2489	-1346752.9235
31000000	-1347562.1261	-1235840.1028	-1343217.4227
31050000	-1347347.7390	-1236590.0801	-1344346.1306
31100000	-1348803.0075	-1237478.9063	-1343689.3771
31150000	-1347192.3430	-1235590.8895	-1345691.0152
31200000	-1347375.6130	-1235974.9865	-1345014.0913
31250000	-1347092.9703	-1236916.3319	-1344675.6280
31300000	-1345313.7475	-1237642.2720	-1344324.1562
31350000	-1347500.2672	-1237006.6109	-1344173.4806
31400000	-1347730.6675	-1235117.7982	-1344774.6179
31450000	-1347209.2652	-1238754.0102	-1344166.7200
31500000	-1346004.4189	-1235690.0422	-1345502.4051
31550000	-1346948.2571	-1237201.5314	-1345607.5384
31600000	-1347342.3474	-1237237.3375	-1345528.6281
31650000	-1347811.7501	-1236778.7654	-1345078.4264
31700000	-1347378.3082	-1236860.3744	-1342646.7895
31750000	-1346191.3428	-1236187.5536	-1343648.3723
31800000	-1347861.5803	-1236332.3965	-1343944.5173
31850000	-1347675.3739	-1236332.9836	-1344855.5581
31900000	-1346628.8198	-1237343.3055	-1344502.0812
31950000	-1348391.4835	-1235798.6758	-1343981.5907
32000000	-1346295.1460	-1235691.9535	-1344386.9741
32050000	-1347154.6243	-1235781.0213	-1344966.7693
32100000	-1347431.9165	-1236391.9695	-1343959.1870
32150000	-1346408.2425	-1236420.2156	-1344099.8011
32200000	-1347877.8470	-1236906.0680	-1344063.1129
32250000	-1347550.2639	-1237491.4964	-1343618.0673
32300000	-1349541.1538	-1236528.1416	-1345237.3596
32350000	-1347717.2447	-1237141.1018	-1344567.4939
32400000	-1347664.7311	-1237672.6897	-1344681.2729
32450000	-1347305.4844	-1236925.7476	-1345351.4691
32500000	-1346551.2171	-1236677.0509	-1343912.4111
32550000	-1346983.2931	-1237070.1140	-1345098.8464
32600000	-1348603.4265	-1235008.5585	-1343493.9600
32650000	-1348226.7128	-1237367.1379	-1345493.2865
32700000	-1347119.3810	-1237283.5653	-1344253.5168
32750000	-1347449.4221	-1235948.4790	-1344002.4579
32800000	-1347184.2550	-1236752.7656	-1344684.0726
32850000	-1346357.1140	-1235353.8496	-1345284.1650
32900000	-1347585.9808	-1236841.3759	-1343329.1417
32950000	-1347861.0666	-1234489.5915	-1344985.6027
33000000	-1348290.4982	-1236121.7974	-1343990.6072
33050000	-1348084.8944	-1237302.4282	-1345076.2743
33100000	-1347896.0940	-1235228.4087	-1344516.5187
33150000	-1346615.0356	-1238010.7123	-1345280.1623
33200000	-1346842.6759	-1237026.6398	-1343747.7418
33250000	-1348220.9832	-1236388.7366	-1344949.9647
33300000	-1347690.9096	-1236629.5053	-1342822.2997
33350000	-1346892.6984	-1236603.9611	-1344832.2971
33400000	-1348505.3058	-1235457.3515	-1344024.3542
33450000	-1347641.7598	-1236074.8066	-1343716.4048
33500000	-1348352.9759	-1237502.9890	-1343305.3400
33550000	-1347980.3340	-1237883.4088	-1344093.8256
33600000	-1347345.3238	-1236988.0720	-1344716.8597
33650000	-1348616.4908	-1236930.5771	-1344967.5769
33700000	-1347526.9694	-1236024.8611	-1343839.8579
33750000	-1348472.8487	-1235799.1216	-1344545.2114
33800000	-1348239.4812	-1236793.7619	-1345163.3065
33850000	-1348150.8888	-1237745.3572	-1345147.9382
33900000	-1347071.9858	-1236179.9844	-1345000.2828
33950000	-1347758.3843	-1237418.7272	-1344307.7899
34000000	-1346041.0581	-1236731.1177	-1343331.1563
34050000	-1347630.0236	-1237650.1473	-1344820.1119
34100000	-1347785.0615	-1236204.0177	-1344740.2191
34150000	-1347292.6541	-1236757.5149	-1345815.8176
34200000	-1346847.0956	-1235883.8375	-1345645.0674
34250000	-1347187.3696	-1235898.6639	-1343832.9060
34300000	-1347615.8679	-1238151.4433	-1344550.4249
34350000	-1348176.3653	-1237753.4597	-1343749.8608
34400000	-1348638.4008	-1237473.8911	-1344507.5612
34450000	-1347832.7105	-1236409.9099	-1344626.1398
34500000	-1347266.1418	-1236898.1528	-1344553.7181
34550000	-1347774.3425	-1236075.0995	-1344214.9604
34600000	-1348708.2865	-1238232.9369	-1345711.7167
34650000	-1347354.8803	-1236614.0359	-1343186.3909
34700000	-1346565.4953	-1236240.6805	-1343981.3170
34750000	-1348893.9276	-1236929.9911	-1346108.8790
34800000	-1347852.7005	-1237374.0606	-1344622.3521
34850000	-1348968.6435	-1236754.2567	-1343975.1555
34900000	-1348448.2071	-1237507.5888	-1345252.3736
34950000	-1347144.2744	-1237432.4540	-1345926.2448
35000000	-1346918.9179	-1237125.5939	-1344506.0745
35050000	-1347700.2266	-1236212.6825	-1345253.3788
35100000	-1345878.9003	-1235893.0131	-1343336.3751
35150000	-1347935.5233	-1237127.9730	-1344421.7446
35200000	-1347328.0275	-1238039.6054	-1345076.0996
35250000	-1347783.2254	-1236923.0612	-1344859.9214
35300000	-1345787.2071	-1236279.1396	-1343908.1382
35350000	-1348405.4302	-1236752.2433	-1344238.6144
35400000	-1347332.2381	-1236347.4507	-1343925.8680
35450000	-1345981.5658	-1237929.5298	-1343142.6435
35500000	-1348670.9535	-1236769.1131	-1344440.5418
35550000	-1347051.7591	-1238111.7192	-1344576.0403
35600000	-1347422.3314	-1238344.7814	-1344508.1017
35650000	-1348482.0205	-1236536.0987	-1346209.2473
35700000	-1347128.4352	-1237874.4982	-1344035.1688
35750000	-1347487.7130	-1236243.8556	-1343672.0733
35800000	-1347036.6855	-1235520.9512	-1344063.7181
35850000	-1346969.5856	-1236399.9916	-1343497.8671
35900000	-1345755.3112	-1236827.3098	-1343385.9550
35950000	-1348040.5514	-1236543.0007	-1344959.0608
36000000	-1348058.3588	-1236124.2264	-1344392.5747
36050000	-1347826.3196	-1236073.1515	-1343840.6049
36100000	-1348042.1745	-1237468.8930	-1345367.7042
36150000	-1348263.1015	-1237682.8462	-1344436.8903
36200000	-1346538.3423	-1236326.9707	-1346495.0157
36250000	-1348383.0015	-1237805.3923	-1345813.7564
36300000	-1347085.3086	-1236209.1050	-1344336.9590
36350000	-1348785.5192	-1237112.6765	-1345017.6687
36400000	-1346642.9689	-1237672.4615	-1344656.1328
36450000	-1346400.0045	-1236571.3646	-1344455.2516
36500000	-1347194.8112	-1236746.1844	-1345916.4399
36550000	-1349198.6978	-1237224.3303	-1344893.3136
36600000	-1347057.6439	-1238853.6249	-1343276.9780
36650000	-1347758.3227	-1237228.0536	-1344525.1664
36700000	-1348601.3328	-1237382.0053	-1343234.5688
36750000	-1347939.8793	-1238340.8510	-1346261.9441
36800000	-1347775.1073	-1235830.6219	-1344325.5166
36850000	-1348231.4548	-1236791.9019	-1345368.4491
36900000	-1347410.9726	-1238813.5260	-1342862.1185
36950000	-1347062.7645	-1236244.5478	-1343830.8234
37000000	-1347613.9376	-1237676.4305	-1344530.3495
37050000	-1348275.0319	-1237181.5861	-1345481.3135
37100000	-1346675.8906	-1236579.2884	-1346181.8640
37150000	-1345455.1922	-1236070.4577	-1344567.0863
37200000	-1347414.0540	-1236226.3264	-1344273.0602
37250000	-1347263.0091	-1236921.6770	-1345594.3105
37300000	-1346793.0989	-1237645.8285	-1344599.8477
37350000	-1348786.7808	-1237314.8398	-1344791.7387
37400000	-1347402.3677	-1236928.2469	-1345102.3480
37450000	-1347942.1097	-1236050.3435	-1343928.3172
37500000	-1346706.7263	-1236308.6889	-1345306.4126
37550000	-1349294.9207	-1237992.1854	-1344800.6666
37600000	-1347495.5245	-1237768.6764	-1343679.6538
37650000	-1347368.9157	-1237642.0382	-1346130.4876
37700000	-1346579.6264	-1235552.6937	-1344273.5233
37750000	-1347414.0565	-1236607.8133	-1344683.5161
37800000	-1347879.7376	-1235120.9375	-1345102.7985
37850000	-1348184.4810	-1236817.7405	-1344626.5050
37900000	-1345348.3634	-1235972.5579	-1343612.8620
37950000	-1346510.2213	-1236939.7578	-1345355.4955
38000000	-1346592.9553	-1237209.8817	-1344792.8431
38050000	-1346205.7686	-1236936.5020	-1345329.9071
38100000	-1348128.8847	-1236778.1064	-1344832.0593
38150000	-1347895.0805	-1237521.7273	-1344921.0965
38200000	-1346642.7342	-1236661.9236	-1344753.1485
38250000	-1348060.5269	-1236184.7161	-1344625.3269
38300000	-1347835.4404	-1237204.0783	-1344407.3085
38350000	-1346250.8551	-1236906.7073	-1343769.7451
38400000	-1347585.6078	-1237607.0879	-1345483.1119
38450000	-1347487.4548	-1236994.1985	-1344293.8055
38500000	-1346095.2040	-1238019.0758	-1345001.4406
38550000	-1347665.3657	-1236047.1717	-1344766.1665
38600000	-1347429.1301	-1237279.1927	-1344532.3125
38650000	-1347184.2377	-1236984.7690	-1345155.2369
38700000	-1347698.5161	-1237352.3163	-1344344.3937
38750000	-1347336.2505	-1237122.7821	-1345201.8014
38800000	-1346992.3426	-1236731.2002	-1345416.3521
38850000	-1347164.7622	-1236578.6678	-1344014.6157
38900000	-1346449.2175	-1236664.6882	-1346637.3619
38950000	-1347094.4222	-1236952.4026	-1344545.0107
39000000	-1348788.5049	-1237742.5058	-1343479.7419
39050000	-1347766.5668	-1237007.5533	-1343845.2774
39100000	-1348172.0277	-1237038.2959	-1344723.4176
39150000	-1348038.6688	-1235220.3954	-1344721.3651
39200000	-1349347.0817	-1235977.3812	-1344141.8523
39250000	-1348096.8159	-1236981.9024	-1344726.4188
39300000	-1347536.0582	-1236717.7171	-1345391.7141
39350000	-1347968.9667	-1235325.6985	-1344328.9757
39400000	-1347888.6140	-1237507.6901	-1344856.8497
39450000	-1348458.4430	-1235833.5308	-1344676.8942
39500000	-1347162.3291	-1236992.4747	-1344942.5611
39550000	-1345975.1066	-1236465.3590	-1344273.9593
39600000	-1347557.9244	-1235609.4445	-1343964.8318
39650000	-1347564.1148	-1236501.8214	-1344246.8388
39700000	-1346942.1845	-1235649.2498	-1344363.9375
39750000	-1347163.6546	-1238805.1055	-1343723.7304
39800000	-1348686.6301	-1237351.4844	-1344254.1801
39850000	-1347834.9754	-1237419.0075	-1346918.7707
39900000	-1348568.6352	-1236954.1594	-1345076.9475
39950000	-1347605.9445	-1235936.8642	-1345792.0457
40000000	-1347996.1025	-1237598.4694	-1344838.9596
40050000	-1346914.3898	-1236505.3771	-1344721.6800
40100000	-1349102.2350	-1237346.7538	-1345534.6392
40150000	-1346381.9233	-1237472.6233	-1345541.2730
40200000	-1348246.7246	-1237779.6133	-1345476.3487
40250000	-1347528.0894	-1237180.2596	-1345513.4991
40300000	-1347269.2641	-1235271.7436	-1344489.3565
40350000	-1347230.5873	-1236024.5544	-1343135.1409
40400000	-1347532.0824	-1238325.1997	-1344784.4318
40450000	-1347263.7143	-1236980.2155	-1345197.1175
40500000	-1346556.1222	-1237531.2705	-1344704.6558
40550000	-1346998.5152	-1236788.1251	-1344543.1112
40600000	-1347919.6568	-1236880.3929	-1346002.1113
40650000	-1348906.8355	-1234749.7270	-1345381.1004
40700000	-1347965.9965	-1236977.9287	-1344273.2311
40750000	-1347901.7356	-1236259.1431	-1344541.4987
40800000	-1348579.6939	-1236206.1631	-1345273.1382
40850000	-1348850.5697	-1237491.2156	-1345077.0714
40900000	-1346317.6592	-1236880.6825	-1343651.7902
40950000	-1347590.7138	-1236859.4580	-1344953.8230
41000000	-1348295.3420	-1235850.5043	-1344919.3578
41050000	-1348009.2735	-1235305.8413	-1345585.7157
41100000	-1347733.0607	-1236209.9141	-1344506.6884
41150000	-1347960.1118	-1237557.1827	-1344784.9213
41200000	-1347080.4754	-1236475.9215	-1344684.4593
41250000	-1347647.6415	-1236021.5195	-1344619.5742
41300000	-1347893.7872	-1237306.0281	-1344359.6973
41350000	-1346650.9750	-1236346.6627	-1345250.8724
41400000	-1346323.1970	-1237633.2765	-1344217.8510
41450000	-1346153.3149	-1236295.8004	-1344542.8643
41500000	-1347305.6372	-1237225.1487	-1344271.3243
41550000	-1346748.5736	-1236575.2742	-1345643.5115
41600000	-1348550.6118	-1236354.6122	-1344298.0890
41650000	-1346367.2774	-1237735.4545	-1344316.6331
41700000	-1347184.4808	-1236901.8305	-1346588.4384
41750000	-1345710.3789	-1237251.7019	-1345638.8105
41800000	-1348118.9074	-1237389.4316	-1344251.7689
41850000	-1347375.3680	-1236616.5078	-1343451.7016
41900000	-1347315.1971	-1236193.6321	-1343658.7062
41950000	-1347854.0776	-1236908.9155	-1343653.3578
42000000	-1347216.0200	-1236552.3038	-1344620.4134
42050000	-1347174.3616	-1235698.4309	-1344544.5636
42100000	-1347912.5339	-1236589.4598	-1344098.2243
42150000	-1347098.1056	-1237074.0699	-1344221.0287
42200000	-1348456.3930	-1237141.2960	-1344690.4141
42250000	-1346973.7873	-1237012.5777	-1344548.2974
42300000	-1346625.9667	-1236429.6652	-1344535.3060
42350000	-1348358.5859	-1237750.7759	-1343637.1898
42400000	-1347763.0334	-1236187.1051	-1344567.0984
42450000	-1347503.7945	-1237707.5206	-1345540.9314
42500000	-1348189.9452	-1236416.1629	-1343211.6639
42550000	-1347186.7755	-1236048.9116	-1344250.6232
42600000	-1347809.6890	-1237979.5946	-1343805.3013
42650000	-1348408.4851	-1236938.1950	-1344600.5800
42700000	-1348158.9717	-1237751.9031	-1343940.4926
42750000	-1346649.3069	-1237197.6013	-1345104.6855
42800000	-1348303.2820	-1237018.5981	-1344989.4000
42850000	-1348794.7598	-1235985.4154	-1344171.5458
42900000	-1346391.6153	-1237172.9912	-1345309.3792
42950000	-1347054.7681	-1235086.0943	-1345499.0215
43000000	-1349051.4456	-1235978.5770	-1343443.8095
43050000	-1346999.5991	-1236879.4344	-1344628.9584
43100000	-1347255.8690	-1236931.5864	-1345276.1642
43150000	-1347471.9270	-1237216.8438	-1344521.5115
43200000	-1347682.7053	-1236953.3454	-1343190.3810
43250000	-1347728.9075	-1237015.3835	-1345894.9862
43300000	-1347850.6336	-1236308.8601	-1343781.4627
43350000	-1347023.7203	-1236591.0046	-1346287.7705
43400000	-1347302.9169	-1235995.6262	-1343976.2901
43450000	-1347635.3745	-1236925.3572	-1343094.2388
43500000	-1346302.2787	-1236569.2741	-1343965.9935
43550000	-1347880.9007	-1235924.9318	-1344032.5047
43600000	-1346432.4826	-1238906.2047	-1345505.9086
43650000	-1346965.2315	-1236878.6162	-1344082.4105
43700000	-1346643.1570	-1236068.2906	-1344450.0690
43750000	-1346672.5500	-1236925.3424	-1344862.5305
43800000	-1348602.6310	-1236496.6032	-1345252.6787
43850000	-1346948.7398	-1238123.2438	-1344878.0995
43900000	-1348510.0769	-1237186.2907	-1343956.6201
43950000	-1347757.2150	-1236203.6331	-1343815.9589
44000000	-1348406.9123	-1238141.5176	-1346056.5427
44050000	-1347928.1721	-1235756.1398	-1344612.4606
44100000	-1349098.4831	-1236731.3843	-1345235.7511
44150000	-1347482.6983	-1237387.7600	-1343834.5109
44200000	-1346425.2464	-1236045.2654	-1343792.4535
44250000	-1347392.8090	-1236384.1152	-1343726.7273
44300000	-1348216.0270	-1236620.5182	-1345753.0364
44350000	-1348038.8894	-1237561.3449	-1344388.0546
44400000	-1346526.4810	-1237068.8093	-1345023.7229
44450000	-1347247.5893	-1236182.5922	-1344613.8519
44500000	-1347762.0760	-1235885.2299	-1343330.3418
44550000	-1347223.3837	-1236002.5245	-1344834.2027
44600000	-1348355.9452	-1236248.1143	-1344897.9226
44650000	-1347891.3265	-1237378.1849	-1343788.3366
44700000	-1348027.1006	-1237368.6237	-1345038.3511
44750000	-1345601.6747	-1238550.9891	-1343470.3005
44800000	-1346993.1248	-1237084.7164	-1345141.5215
44850000	-1347162.0351	-1237142.7321	-1345010.6433
44900000	-1346878.2825	-1237419.4482	-1342200.2009
44950000	-1347043.5106	-1237887.9202	-1344950.4267
45000000	-1347539.0323	-1236346.5747	-1344200.9742
45050000	-1345926.9722	-1236833.5140	-1344111.3568
45100000	-1347309.8665	-1236637.6118	-1343199.7919
45150000	-1346792.8243	-1237838.9045	-1343919.2029
45200000	-1349032.9733	-1238177.4689	-1343488.1131
45250000	-1347807.5233	-1237965.4548	-1345062.5904
45300000	-1346933.7047	-1236723.7014	-1343232.5716
45350000	-1346742.1997	-1237483.6013	-1346139.1859
45400000	-1347761.0590	-1236852.8715	-1345246.0194
45450000	-1346032.1969	-1236022.0668	-1343945.3884
45500000	-1346582.8442	-1235715.0370	-1344341.9735
45550000	-1348488.1542	-1237497.8717	-1345790.5510
45600000	-1347040.4285	-1235603.2098	-1346184.8083
45650000	-1347292.4367	-1236627.2019	-1343763.2353
45700000	-1347111.6671	-1236112.4859	-1345199.2595
45750000	-1347744.2392	-1237530.3923	-1345054.4912
45800000	-1346755.7729	-1236994.9293	-1346188.1637
45850000	-1347436.3220	-1236015.5314	-1344079.3555
45900000	-1347283.3045	-1236761.9859	-1344643.4538
45950000	-1347434.1029	-1237060.6318	-1343759.5597
46000000	-1347477.0935	-1237004.3970	-1344874.1015
46050000	-1347508.9355	-1236427.9474	-1344271.8485
46100000	-1346960.1081	-1235775.7554	-1343579.1565
46150000	-1349849.9870	-1236587.8216	-1345410.2040
46200000	-1346910.3074	-1237195.7821	-1344578.3225
46250000	-1348356.8751	-1236934.7094	-1344137.6187
46300000	-1347166.8637	-1237415.7113	-1344134.5693
46350000	-1347362.4183	-1237318.4759	-1343516.3469
46400000	-1346627.5225	-1237063.1839	-1344612.7814
46450000	-1346510.9020	-1238564.1625	-1344071.2321
46500000	-1346819.8555	-1236491.1752	-1345563.0583
46550000	-1347360.5830	-1237714.2694	-1344006.2084
46600000	-1347404.4698	-1236223.1913	-1344003.3438
46650000	-1347935.9045	-1237571.9297	-1343841.4740
46700000	-1347903.3087	-1236036.1158	-1344573.5501
46750000	-1347461.9819	-1237991.3149	-1345258.5298
46800000	-1346136.5034	-1236866.2302	-1344486.5125
46850000	-1348293.8333	-1236855.3132	-1343268.6147
46900000	-1347508.6892	-1236019.2517	-1343878.6565
46950000	-1346968.6056	-1235876.0106	-1343898.3928
47000000	-1347287.9675	-1236510.7176	-1344699.9936
47050000	-1347353.3298	-1236623.5115	-1344818.3335
47100000	-1346740.3263	-1239452.2009	-1343053.2733
47150000	-1345153.0274	-1237179.7976	-1343553.2272
47200000	-1346100.7390	-1237301.5339	-1344697.8735
47250000	-1345843.5174	-1236212.4163	-1345159.3229
47300000	-1347711.9051	-1236950.0381	-1344493.4851
47350000	-1348537.1903	-1237875.3368	-1344622.5553
47400000	-1348963.1540	-1236544.7920	-1346128.0775
47450000	-1346988.6670	-1237576.2630	-1345145.5529
47500000	-1347192.0064	-1237532.2429	-1345273.2813
47550000	-1347798.3766	-1236867.7846	-1343851.2974
47600000	-1348095.7261	-1237966.9302	-1344290.6638
47650000	-1348775.9912	-1236287.8916	-1344472.5369
47700000	-1347574.6852	-1236601.3472	-1345112.9521
47750000	-1348177.0117	-1236161.3471	-1345702.5503
47800000	-1347599.7059	-1236456.8196	-1344860.7507
47850000	-1347310.2977	-1236572.6251	-1343867.3761
47900000	-1347817.4043	-1236607.2331	-1344298.7735
47950000	-1347151.1182	-1237633.8936	-1346262.7849
48000000	-1347361.7659	-1235902.9690	-1343258.0689
48050000	-1348597.7313	-1235725.9229	-1344361.7189
48100000	-1347560.2570	-1236686.0191	-1344934.5968
48150000	-1345584.6768	-1237538.6414	-1344786.2056
48200000	-1347651.4653	-1236481.3290	-1343287.4049
48250000	-1347237.3152	-1237759.3542	-1344372.7475
48300000	-1347444.0709	-1237036.1187	-1344613.3471
48350000	-1346555.2685	-1236223.1354	-1345632.9856
48400000	-1347248.5253	-1238479.3020	-1344502.2910
48450000	-1345569.9215	-1236664.6974	-1345590.6504
48500000	-1346644.6103	-1236900.9158	-1343935.0092
48550000	-1345957.4328	-1236183.4075	-1345155.0429
48600000	-1347880.0851	-1236608.0367	-1343130.7775
48650000	-1347462.9267	-1236732.5433	-1345928.5254
48700000	-1346672.9269	-1237976.5744	-1343904.7606
48750000	-1346973.7840	-1238149.3065	-1345256.4994
48800000	-1347177.8804	-1236154.9062	-1344384.2843
48850000	-1348073.5597	-1236845.0501	-1342684.7707
48900000	-1346080.0931	-1236139.5840	-1344658.1948
48950000	-1347560.1851	-1238473.8089	-1344110.2278
49000000	-1348278.6747	-1236978.2862	-1344723.1714
49050000	-1347441.7048	-1235984.0030	-1345396.7017
49100000	-1348159.5001	-1237453.7875	-1344403.3288
49150000	-1347507.9484	-1236554.3353	-1345724.2008
49200000	-1346786.4983	-1237466.1163	-1346105.7949
49250000	-1346617.3466	-1236063.5412	-1343586.4523
49300000	-1347555.7679	-1235952.6220	-1343730.1331
49350000	-1346726.1590	-1238757.9509	-1346537.7259
49400000	-1346902.2478	-1237282.8878	-1342341.7590
49450000	-1347741.9567	-1236564.5038	-1344155.1662
49500000	-1346671.4393	-1236351.2491	-1345612.2160
49550000	-1347131.0809	-1237212.3931	-1345450.5364
49600000	-1347027.6004	-1236715.9365	-1342683.0817
49650000	-1346041.3215	-1236751.1517	-1345672.0845
